"spkid","full_name","diameter","extent","rot_per","orbit_id","epoch","e","a","q","i","w","ad","per","per_y","sigma_e","sigma_a","sigma_q","sigma_i","sigma_per","first_obs","last_obs"
54217719,"       (2018 MU24)",,,,"JPL 2",2459600.5,0.0837,5.271,4.830,20.37,296.42,5.71,4.42e+03,12.1,3.6e-06,2.9e-05,7.5e-06,1.5e-05,3.6e-02,2018-06-17,2021-11-26
54223677,"       (2018 MX24)",,,,"JPL 3",2459600.5,0.0530,5.289,5.008,6.29,71.02,5.57,4.44e+03,12.2,3.5e-07,4.8e-06,4.5e-06,1.3e-05,6.1e-03,2015-04-18,2021-11-26
54224289,"       (2018 MY24)",,,,"JPL 1",2459600.5,0.0311,5.191,5.029,11.21,331.78,5.35,4.32e+03,11.8,4.1e-07,1.1e-06,3.1e-06,1.3e-05,1.4e-03,2011-12-31,2021-11-26
54252254,"       (2018 MA27)",,,,"JPL 2",2459600.5,0.0292,5.243,5.090,3.41,104.78,5.40,4.38e+03,12,2.0e-07,7.9e-07,1.8e-06,1.5e-05,1.0e-03,2012-02-13,2021-11-11
54260550,"       (2018 MN27)",,,,"JPL 2",2459600.5,0.0787,5.177,4.770,6.17,163.93,5.58,4.3e+03,11.8,2.1e-07,5.0e-07,1.5e-06,1.4e-05,6.3e-04,2010-12-09,2021-11-09
54154232,"       (2018 NP6)",,,,"JPL 6",2459600.5,0.0051,5.292,5.265,5.96,4.35,5.32,4.45e+03,12.2,1.2e-07,3.4e-07,4.2e-07,7.2e-06,4.3e-04,2008-09-28,2021-11-26
3825687,"       (2018 ND8)",,,,3,2459600.5,0.0701,5.364,4.988,7.85,326.20,5.74,4.54e+03,12.4,6.5e-07,6.6e-07,3.3e-06,2.1e-05,8.3e-04,2008-10-08,2020-10-15
3963415,"       (2018 NU15)",,,,"JPL 8",2459600.5,0.1244,5.176,4.532,18.70,58.72,5.82,4.3e+03,11.8,1.1e-07,9.1e-07,1.2e-06,1.3e-05,1.1e-03,2012-02-13,2021-12-01
54013466,"       (2018 NR21)",,,,"JPL 4",2459600.5,0.0611,5.212,4.893,9.34,285.45,5.53,4.35e+03,11.9,3.5e-06,2.7e-05,7.0e-06,1.2e-05,3.3e-02,2018-07-10,2021-11-01
54023589,"       (2018 NL22)",,,,3,2459600.5,0.1035,5.079,4.554,14.61,5.86,5.61,4.18e+03,11.4,1.4e-07,3.9e-07,6.3e-07,1.4e-05,4.8e-04,2003-04-02,2020-10-15
54035938,"       (2018 ND23)",,,,"JPL 3",2459600.5,0.0179,5.214,5.121,5.73,321.94,5.31,4.35e+03,11.9,1.7e-07,4.4e-07,1.2e-06,1.2e-05,5.5e-04,2008-10-02,2021-11-09
54035942,"       (2018 NH23)",,,,"JPL 9",2459600.5,0.1066,5.176,4.624,9.03,249.04,5.73,4.3e+03,11.8,1.4e-07,7.2e-07,3.9e-07,7.3e-06,8.9e-04,2012-01-18,2021-11-29
54072113,"       (2018 NW24)",,,,"JPL 5",2459600.5,0.0505,5.224,4.960,19.39,202.52,5.49,4.36e+03,11.9,1.2e-07,3.9e-07,5.6e-07,1.2e-05,4.9e-04,2007-10-10,2021-11-27
54078855,"       (2018 NN26)",,,,"JPL 6",2459600.5,0.0351,5.275,5.090,13.96,214.69,5.46,4.43e+03,12.1,2.1e-06,1.4e-05,2.7e-06,8.7e-06,1.8e-02,2018-07-10,2021-11-28
54085606,"       (2018 NQ26)",,,,2,2459600.5,0.0816,5.156,4.735,18.13,36.30,5.58,4.28e+03,11.7,1.6e-07,1.8e-06,1.8e-06,1.7e-05,2.2e-03,2012-01-20,2020-10-23
54085607,"       (2018 NR26)",,,,"JPL 9",2459600.5,0.0679,5.158,4.808,12.87,159.93,5.51,4.28e+03,11.7,2.3e-07,2.8e-07,1.4e-06,9.9e-06,3.4e-04,2001-02-20,2021-11-28
54095932,"       (2018 NT27)",,,,"JPL 4",2459600.5,0.0528,5.204,4.929,5.95,60.06,5.48,4.34e+03,11.9,1.5e-07,5.1e-07,6.9e-07,9.4e-06,6.3e-04,2008-10-29,2021-11-26
54096671,"       (2018 NW27)",,,,"JPL 4",2459600.5,0.0689,5.145,4.790,19.02,209.65,5.50,4.26e+03,11.7,2.1e-06,1.3e-05,1.8e-06,1.6e-05,1.7e-02,2018-07-12,2021-10-30
54099910,"       (2018 NZ27)",,,,"JPL 5",2459600.5,0.0675,5.12,4.775,7.17,28.29,5.47,4.23e+03,11.6,1.7e-07,4.4e-07,1.0e-06,1.3e-05,5.4e-04,2009-10-25,2021-11-26
54104231,"       (2018 NB28)",,,,"JPL 8",2459600.5,0.1017,5.247,4.714,14.65,65.05,5.78,4.39e+03,12,3.0e-07,3.1e-07,1.6e-06,1.7e-05,3.8e-04,2007-09-12,2021-12-01
54107344,"       (2018 ND28)",,,,"JPL 5",2459600.5,0.0521,5.208,4.936,14.59,225.61,5.48,4.34e+03,11.9,3.0e-06,2.0e-05,3.5e-06,1.2e-05,2.5e-02,2018-07-08,2021-11-26
54118529,"       (2018 NQ28)",,,,"JPL 4",2459600.5,0.0317,5.152,4.989,17.30,64.93,5.32,4.27e+03,11.7,1.3e-07,6.0e-07,7.0e-07,1.2e-05,7.5e-04,2010-12-09,2021-11-28
54118531,"       (2018 NS28)",,,,"JPL 4",2459600.5,0.0262,5.263,5.125,24.70,133.30,5.40,4.41e+03,12.1,3.5e-07,1.2e-06,2.7e-06,9.5e-06,1.5e-03,2011-12-31,2021-11-28
54118532,"       (2018 NT28)",,,,"JPL 5",2459600.5,0.0183,5.127,5.034,19.38,139.06,5.22,4.24e+03,11.6,4.2e-07,1.3e-06,3.3e-06,1.2e-05,1.6e-03,2013-01-18,2021-11-27
54122279,"       (2018 NV28)",,,,2,2459600.5,0.0516,5.133,4.868,19.23,12.81,5.40,4.25e+03,11.6,1.3e-05,8.2e-05,1.3e-05,2.3e-05,1.0e-01,2018-07-13,2020-09-25
54133253,"       (2018 NR29)",,,,"JPL 2",2459600.5,0.0923,5.184,4.706,7.68,242.50,5.66,4.31e+03,11.8,1.3e-07,3.8e-07,9.0e-07,1.4e-05,4.7e-04,2007-09-13,2021-11-08
54156471,"       (2018 NN33)",,,,"JPL 2",2459600.5,0.0419,5.204,4.986,9.02,99.19,5.42,4.34e+03,11.9,2.0e-07,5.3e-07,1.5e-06,1.6e-05,6.6e-04,2002-03-13,2021-11-01
54173742,"       (2018 NV34)",,,,"JPL 4",2459600.5,0.0271,5.292,5.148,20.25,247.18,5.44,4.45e+03,12.2,4.9e-07,2.4e-06,5.0e-07,8.7e-06,3.0e-03,2015-03-16,2021-11-28
54173744,"       (2018 NX34)",,,,1,2459600.5,0.1850,5.229,4.261,7.89,15.21,6.20,4.37e+03,12,8.1e-06,8.6e-05,2.8e-05,1.8e-05,1.1e-01,2018-07-08,2020-10-15
54174290,"       (2018 NU36)",,,,"JPL 2",2459600.5,0.0047,5.212,5.187,24.23,6.62,5.24,4.35e+03,11.9,1.2e-06,6.6e-06,1.3e-05,1.5e-05,8.3e-03,2016-06-05,2021-11-12
54219419,"       (2018 NZ38)",,,,"JPL 2",2459600.5,0.0857,5.253,4.803,8.03,301.29,5.70,4.4e+03,12,2.2e-07,3.3e-07,1.3e-06,1.1e-05,4.2e-04,2008-09-24,2021-11-26
54226274,"       (2018 NA39)",,,,"JPL 1",2459600.5,0.0829,5.293,4.855,7.59,221.83,5.73,4.45e+03,12.2,1.4e-07,3.4e-07,7.7e-07,1.2e-05,4.3e-04,2007-10-04,2021-11-27
54239540,"       (2018 NQ41)",,,,"JPL 1",2459600.5,0.0171,5.241,5.151,14.18,233.88,5.33,4.38e+03,12,4.9e-07,1.2e-06,1.7e-06,1.4e-05,1.5e-03,2011-12-27,2021-11-26
54242621,"       (2018 NS41)",,,,"JPL 2",2459600.5,0.0804,5.166,4.750,4.85,36.38,5.58,4.29e+03,11.7,1.5e-07,1.5e-06,1.2e-06,1.5e-05,1.8e-03,2002-03-20,2021-11-28
54252259,"       (2018 NK42)",,,,"JPL 2",2459600.5,0.0192,5.168,5.069,8.97,88.06,5.27,4.29e+03,11.7,4.0e-07,9.3e-07,2.8e-06,1.4e-05,1.2e-03,2011-12-30,2021-11-01
54262531,"       (2018 NH43)",,,,"JPL 1",2459600.5,0.0260,5.185,5.050,29.76,287.62,5.32,4.31e+03,11.8,8.2e-06,9.1e-05,7.4e-05,1.0e-04,1.1e-01,2018-07-10,2021-11-11
54268703,"       (2018 ND44)",,,,"JPL 1",2459600.5,0.0223,5.259,5.142,8.75,100.84,5.38,4.4e+03,12.1,2.5e-07,8.6e-07,6.4e-07,1.3e-05,1.1e-03,2013-02-03,2021-11-26
3826739,"       (2018 PP11)",,,,"JPL 15",2459600.5,0.0368,5.186,4.995,8.80,44.17,5.38,4.31e+03,11.8,1.0e-07,3.6e-07,7.0e-07,1.1e-05,4.4e-04,2002-03-05,2021-11-28
3826729,"       (2018 PG17)",,,,"JPL 2",2458329.5,0.0755,5.273,4.875,17.43,46.03,5.67,4.42e+03,12.1,9.4e-03,5.0e-02,9.2e-02,7.7e-01,6.3e+01,2018-07-08,2018-08-08
3841510,"       (2018 PN28)",,,,"JPL 7",2459600.5,0.0767,5.232,4.831,3.09,31.16,5.63,4.37e+03,12,1.7e-07,4.7e-07,8.1e-07,1.6e-05,5.8e-04,2007-10-10,2020-11-11
54031513,"       (2018 PG43)",,,,"JPL 4",2459600.5,0.0117,5.273,5.211,8.47,5.22,5.33,4.42e+03,12.1,1.3e-07,4.2e-07,1.0e-06,1.0e-05,5.3e-04,2008-10-06,2021-11-11
54078856,"       (2018 PW50)",,,,2,2459600.5,0.0533,5.25,4.971,16.74,71.15,5.53,4.39e+03,12,1.8e-07,1.0e-06,1.8e-06,1.2e-05,1.3e-03,2012-02-13,2020-10-23
54078857,"       (2018 PX50)",,,,2,2459600.5,0.0756,5.159,4.769,7.96,136.87,5.55,4.28e+03,11.7,3.0e-07,3.2e-06,1.7e-06,1.4e-05,4.0e-03,2013-03-05,2020-10-20
54118540,"       (2018 PG54)",,,,"JPL 2",2458339.5,0.0310,5.294,5.130,6.32,220.23,5.46,4.45e+03,12.2,3.2e-02,1.3e-01,5.1e-02,3.9e-01,1.6e+02,2018-08-05,2018-08-19
54141164,"       (2018 PB56)",,,,"JPL 3",2459600.5,0.0641,5.345,5.002,9.89,346.67,5.69,4.51e+03,12.4,2.3e-07,6.9e-07,1.3e-06,2.6e-05,8.7e-04,2008-10-08,2021-10-27
54156487,"       (2018 PW59)",,,,1,2459600.5,0.0459,5.14,4.904,4.17,36.37,5.38,4.26e+03,11.7,6.0e-05,3.9e-04,6.8e-05,2.7e-05,4.9e-01,2018-08-08,2020-10-23
54157969,"       (2018 PH60)",,,,"JPL 3",2459600.5,0.0484,5.224,4.971,7.68,172.34,5.48,4.36e+03,11.9,5.8e-07,5.1e-07,3.1e-06,1.4e-05,6.3e-04,2003-05-30,2020-10-23
54186746,"       (2018 PH66)",,,,"JPL 4",2459600.5,0.0379,5.301,5.100,4.55,293.97,5.50,4.46e+03,12.2,1.2e-07,3.4e-07,9.0e-07,1.2e-05,4.3e-04,2007-08-24,2021-11-09
54189635,"       (2018 PV66)",,,,1,2459600.5,0.0505,5.212,4.949,7.77,191.40,5.48,4.35e+03,11.9,1.0e-05,8.0e-05,2.2e-05,2.1e-05,1.0e-01,2016-06-05,2019-09-26
54220183,"       (2018 PX68)",,,,"JPL 1",2459600.5,0.0658,5.21,4.867,9.88,330.54,5.55,4.34e+03,11.9,2.5e-07,8.0e-07,1.9e-06,1.1e-05,1.0e-03,2012-01-26,2021-11-12
54222060,"       (2018 PY68)",,,,"JPL 2",2459600.5,0.0605,5.251,4.933,26.07,312.44,5.57,4.39e+03,12,4.5e-07,1.2e-06,3.4e-06,1.3e-05,1.5e-03,2012-01-01,2021-11-25
54226275,"       (2018 PC69)",,,,"JPL 1",2459600.5,0.0704,5.202,4.836,9.50,258.12,5.57,4.33e+03,11.9,9.5e-07,6.6e-06,1.5e-06,1.7e-05,8.2e-03,2016-06-05,2021-11-27
54226661,"       (2018 PD69)",,,,"JPL 2",2459600.5,0.0921,5.198,4.719,19.89,322.89,5.68,4.33e+03,11.9,3.5e-07,9.0e-07,2.4e-06,1.3e-05,1.1e-03,2012-02-19,2022-01-25
54229611,"       (2018 PP72)",,,,"JPL 2",2459600.5,0.0235,5.208,5.085,6.93,15.68,5.33,4.34e+03,11.9,1.1e-07,3.5e-07,8.3e-07,1.1e-05,4.4e-04,2008-10-24,2021-12-09
54230335,"       (2018 PS72)",,,,"JPL 1",2459600.5,0.0849,5.252,4.806,7.48,339.22,5.70,4.4e+03,12,4.5e-05,9.1e-07,2.3e-04,2.3e-05,1.1e-03,2009-11-23,2021-11-29
54231360,"       (2018 PX72)",,,,"JPL 1",2459600.5,0.0298,5.126,4.973,7.67,309.86,5.28,4.24e+03,11.6,1.7e-04,6.6e-04,3.0e-04,3.6e-04,8.2e-01,2018-08-05,2019-09-25
54243636,"       (2018 PY73)",,,,"JPL 1",2459600.5,0.0853,5.29,4.839,4.39,89.75,5.74,4.44e+03,12.2,3.4e-06,4.8e-06,1.4e-05,4.8e-05,6.0e-03,2003-04-01,2021-11-08
54256232,"       (2018 PM75)",,,,"JPL 2",2459600.5,0.0710,5.236,4.864,3.86,253.61,5.61,4.38e+03,12,1.3e-06,8.1e-06,1.4e-05,2.4e-05,1.0e-02,2013-03-14,2021-10-31
54260557,"       (2018 PO75)",,,,"JPL 2",2459600.5,0.0479,5.168,4.920,4.10,193.44,5.42,4.29e+03,11.7,2.8e-07,9.6e-07,2.1e-06,1.3e-05,1.2e-03,2012-01-20,2021-11-30
54265356,"       (2018 PG76)",,,,"JPL 2",2459600.5,0.0120,5.266,5.203,5.14,121.00,5.33,4.41e+03,12.1,2.0e-07,9.3e-07,5.6e-07,1.3e-05,1.2e-03,2013-03-05,2021-10-31
3827297,"       (2018 QZ3)",,,,3,2459600.5,0.0441,5.12,4.894,12.61,144.51,5.35,4.23e+03,11.6,5.4e-07,1.5e-06,4.1e-06,1.9e-05,1.8e-03,2012-01-20,2020-11-11
54157639,"       (2019 AN81)",,,,1,2459600.5,0.0205,5.194,5.087,27.90,82.91,5.30,4.32e+03,11.8,1.1e-06,5.7e-07,5.5e-06,1.6e-05,7.1e-04,2007-03-12,2021-06-08
54177486,"       (2019 AH84)",,,,1,2459600.5,0.0699,5.163,4.802,29.44,359.20,5.52,4.29e+03,11.7,2.8e-07,1.5e-06,2.6e-06,2.3e-05,1.9e-03,2011-08-30,2019-04-08
3838204,"       (2019 CP2)",,,,5,2459600.5,0.0737,5.147,4.768,32.66,213.35,5.53,4.27e+03,11.7,1.3e-06,7.4e-06,1.4e-05,1.2e-05,9.2e-03,2014-11-21,2020-05-25
54051568,"       (2019 CC14)",,,,6,2459600.5,0.0362,5.313,5.120,32.13,232.65,5.51,4.47e+03,12.2,1.9e-07,7.5e-07,1.6e-06,1.2e-05,9.4e-04,2003-12-29,2021-08-08
54161257,"       (2019 CP18)",,,,3,2459600.5,0.0471,5.19,4.946,15.67,15.07,5.43,4.32e+03,11.8,2.2e-07,1.6e-06,1.3e-06,1.8e-05,1.9e-03,2002-11-04,2021-07-08
54208378,"       (2019 CS19)",,,,2,2459600.5,0.1264,5.209,4.550,13.98,44.83,5.87,4.34e+03,11.9,1.4e-07,4.3e-07,9.8e-07,1.4e-05,5.4e-04,2009-05-29,2021-08-28
3840935,"       (2019 FX3)",,,,6,2459600.5,0.1104,5.238,4.659,6.73,327.18,5.82,4.38e+03,12,2.2e-07,7.1e-07,1.7e-06,6.0e-06,8.9e-04,2010-07-05,2020-06-16
54040674,"       (2019 FX16)",,,,7,2459600.5,0.0701,5.306,4.934,26.88,119.61,5.68,4.46e+03,12.2,3.4e-07,6.9e-07,2.4e-06,1.0e-05,8.7e-04,2011-08-30,2021-08-10
54044549,"       (2019 FY16)",,,,3,2459600.5,0.1418,5.205,4.467,15.66,222.40,5.94,4.34e+03,11.9,3.9e-06,5.0e-05,2.4e-05,2.0e-05,6.3e-02,2018-03-08,2020-05-26
54044550,"       (2019 FZ16)",,,,2,2459600.5,0.0685,5.182,4.827,10.33,165.50,5.54,4.31e+03,11.8,3.4e-07,4.7e-07,1.8e-06,3.1e-05,5.8e-04,2008-04-29,2020-06-21
54048779,"       (2019 FA17)",,,,4,2459600.5,0.0841,5.269,4.826,30.14,134.26,5.71,4.42e+03,12.1,2.8e-07,3.8e-07,1.8e-06,1.1e-05,4.8e-04,1999-10-13,2021-09-07
54048780,"       (2019 FB17)",,,,3,2459600.5,0.0491,5.138,4.886,28.00,121.76,5.39,4.25e+03,11.6,3.6e-07,4.8e-07,2.2e-06,1.4e-05,5.9e-04,2007-04-20,2021-08-31
54048781,"       (2019 FC17)",,,,2,2459600.5,0.0818,5.24,4.812,33.92,353.16,5.67,4.38e+03,12,1.7e-06,6.8e-06,2.7e-06,2.0e-05,8.5e-03,2013-10-25,2020-06-24
54075499,"       (2019 FV18)",,,,3,2459600.5,0.0151,5.209,5.130,9.34,293.59,5.29,4.34e+03,11.9,6.9e-07,3.2e-06,6.7e-06,2.0e-05,4.0e-03,2013-11-08,2020-04-28
54078905,"       (2019 FF19)",,,,2,2459600.5,0.1058,5.246,4.691,16.50,240.69,5.80,4.39e+03,12,2.2e-07,3.3e-06,3.7e-06,2.1e-05,4.1e-03,2012-11-04,2020-05-26
54086805,"       (2019 FG20)",,,,4,2459600.5,0.1418,5.145,4.416,19.64,299.14,5.87,4.26e+03,11.7,2.1e-07,4.8e-07,1.4e-06,1.8e-05,6.0e-04,2007-03-13,2020-05-17
54178080,"       (2019 FB26)",,,,1,2459600.5,0.0124,5.215,5.151,12.94,12.68,5.28,4.35e+03,11.9,9.2e-07,1.8e-06,3.3e-06,2.3e-05,2.3e-03,2002-11-13,2020-05-13
3840833,"       (2019 GZ1)",,,,10,2459600.5,0.1264,5.25,4.587,23.87,161.41,5.91,4.39e+03,12,2.1e-07,3.0e-07,1.1e-06,1.0e-05,3.8e-04,2008-05-15,2020-06-24
3841920,"       (2019 GD6)",,,,"JPL 4",2459600.5,0.0665,5.199,4.853,29.95,20.48,5.54,4.33e+03,11.9,2.3e-07,5.1e-07,1.5e-06,2.2e-05,6.4e-04,2004-01-16,2019-04-07
3840902,"       (2019 GE6)",,,,7,2459600.5,0.0528,5.221,4.945,26.04,255.18,5.50,4.36e+03,11.9,4.7e-07,3.1e-06,5.4e-06,7.1e-06,3.9e-03,2014-11-20,2020-06-15
3840906,"       (2019 GH6)",,,,7,2459600.5,0.0454,5.209,4.973,28.97,241.08,5.45,4.34e+03,11.9,7.6e-08,4.1e-07,6.9e-07,7.3e-06,5.2e-04,2005-01-19,2020-07-23
3840907,"       (2019 GJ6)",,,,4,2459600.5,0.1107,5.241,4.661,28.93,235.09,5.82,4.38e+03,12,5.1e-06,3.5e-05,5.8e-05,1.8e-05,4.4e-02,2016-02-05,2020-05-16
3840908,"       (2019 GK6)",,,,"JPL 7",2459600.5,0.0112,5.247,5.188,26.11,185.02,5.31,4.39e+03,12,2.9e-07,8.4e-07,2.3e-06,9.4e-06,1.1e-03,2011-08-01,2020-06-23
3841135,"       (2019 GW7)",,,,14,2459600.5,0.1193,5.214,4.592,16.79,154.22,5.84,4.35e+03,11.9,1.0e-07,2.2e-07,6.7e-07,5.1e-06,2.7e-04,2005-01-16,2021-06-11
54048788,"       (2019 GV9)",,,,2,2459600.5,0.1170,5.165,4.560,17.58,306.99,5.77,4.29e+03,11.7,2.1e-07,3.7e-07,1.3e-06,2.2e-05,4.6e-04,2000-09-26,2020-05-15
3840963,"       (2019 GD10)",,,,4,2459600.5,0.0479,5.149,4.902,8.98,254.76,5.40,4.27e+03,11.7,1.0e-06,5.4e-06,1.0e-05,3.2e-05,6.7e-03,2013-11-01,2020-05-19
3841119,"       (2019 GV10)",,,,4,2459600.5,0.0928,5.136,4.660,27.88,126.80,5.61,4.25e+03,11.6,2.1e-07,5.1e-07,1.5e-06,2.0e-05,6.4e-04,2009-06-16,2020-06-24
3841012,"       (2019 GK11)",,,,"JPL 5",2458578.5,0.0683,5.289,4.927,20.64,277.84,5.65,4.44e+03,12.2,4.9e-01,2.5e-01,2.8e+00,6.4e+00,3.2e+02,2019-04-02,2019-04-08
3841120,"       (2019 GV12)",,,,6,2459600.5,0.0356,5.286,5.098,26.61,83.81,5.47,4.44e+03,12.2,1.4e-06,3.7e-05,3.5e-05,2.5e-05,4.6e-02,2018-05-04,2021-08-10
3841128,"       (2019 GW12)",,,,4,2459600.5,0.0697,5.145,4.786,10.68,196.41,5.50,4.26e+03,11.7,8.6e-06,6.1e-05,1.2e-05,2.2e-05,7.5e-02,2018-01-15,2020-05-15
3841100,"       (2019 GT13)",,,,5,2459600.5,0.0458,5.242,5.001,8.71,59.98,5.48,4.38e+03,12,6.7e-05,1.5e-04,3.0e-04,5.2e-05,1.9e-01,2018-02-12,2019-04-06
3841129,"       (2019 GW13)",,,,6,2459600.5,0.0251,5.248,5.116,28.31,156.54,5.38,4.39e+03,12,2.5e-07,8.0e-07,2.0e-06,1.3e-05,1.0e-03,2012-10-07,2021-06-27
3946716,"       (2019 GX13)",,,,6,2459600.5,0.0525,5.221,4.947,6.37,294.67,5.49,4.36e+03,11.9,6.1e-07,3.3e-06,5.0e-07,1.4e-05,4.2e-03,2014-10-29,2020-06-24
3841024,"       (2019 GL14)",,,,3,2459600.5,0.0838,5.183,4.749,2.67,158.25,5.62,4.31e+03,11.8,2.4e-07,6.8e-07,8.4e-07,1.4e-05,8.5e-04,2000-08-26,2021-05-14
3841143,"       (2019 GX18)",,,,7,2459600.5,0.0704,5.233,4.865,31.93,219.56,5.60,4.37e+03,12,1.9e-07,5.4e-07,1.2e-06,1.0e-05,6.8e-04,2004-01-27,2020-07-09
3841154,"       (2019 GY18)",,,,12,2459600.5,0.0495,5.213,4.955,30.73,222.99,5.47,4.35e+03,11.9,1.0e-07,4.3e-07,9.1e-07,7.1e-06,5.4e-04,2005-02-09,2020-07-23
3841512,"       (2019 GA21)",,,,7,2459600.5,0.0367,5.245,5.052,33.67,253.11,5.44,4.39e+03,12,3.2e-07,5.0e-07,2.0e-06,1.1e-05,6.3e-04,2005-04-02,2020-08-19
3841515,"       (2019 GD21)",,,,"JPL 2",2458578.5,0.1506,4.949,4.203,21.41,300.78,5.69,4.02e+03,11,3.1e-01,3.6e-01,1.7e+00,8.7e+00,4.4e+02,2019-04-03,2019-04-07
3841516,"       (2019 GF21)",,,,"JPL 3",2458577.5,0.0737,5.106,4.730,31.80,332.96,5.48,4.21e+03,11.5,4.9e-01,4.7e-01,2.9e+00,2.6e+01,5.8e+02,2019-04-03,2019-04-09
3841929,"       (2019 GZ21)",,,,"JPL 3",2458581.5,0.1132,4.953,4.392,19.43,356.49,5.51,4.03e+03,11,9.8e-01,1.9e+00,6.5e+00,2.7e+01,2.3e+03,2019-04-05,2019-04-11
3842007,"       (2019 GR22)",,,,E2021-PC0,2459400.5,0.0340,5.227,5.050,28.51,17.51,5.41,4.37e+03,12,,,,,,2019-04-05,2019-04-11
3842012,"       (2019 GX22)",,,,2,2459600.5,0.0997,5.22,4.699,10.60,152.40,5.74,4.36e+03,11.9,6.9e-07,2.1e-06,5.3e-06,3.0e-05,2.7e-03,2012-09-25,2021-06-16
3841997,"       (2019 GB23)",,,,"JPL 3",2458582.5,0.1638,5.246,4.387,32.38,233.03,6.10,4.39e+03,12,8.5e-01,3.1e+00,6.9e+00,1.2e+02,3.9e+03,2019-04-07,2019-04-11
3842003,"       (2019 GH23)",,,,"JPL 3",2458582.5,0.1353,5.214,4.508,2.35,87.30,5.92,4.35e+03,11.9,6.8e-01,7.4e+00,9.8e+00,7.2e+00,9.3e+03,2019-04-07,2019-04-11
54031612,"       (2019 GR49)",,,,2,2459600.5,0.0910,5.184,4.712,8.31,167.80,5.66,4.31e+03,11.8,1.2e-07,2.9e-07,6.9e-07,1.2e-05,3.6e-04,1996-05-11,2020-07-14
54033802,"       (2019 GM50)",,,,2,2459600.5,0.0542,5.227,4.943,23.41,12.97,5.51,4.36e+03,11.9,1.6e-07,3.0e-07,8.0e-07,1.6e-05,3.7e-04,2007-04-19,2020-06-17
54033812,"       (2019 GR50)",,,,2,2459600.5,0.0885,5.207,4.746,3.70,111.98,5.67,4.34e+03,11.9,2.1e-07,5.2e-07,1.2e-06,8.3e-06,6.5e-04,2008-06-07,2020-06-24
54033814,"       (2019 GS50)",,,,2,2459600.5,0.1009,5.136,4.618,20.31,324.36,5.65,4.25e+03,11.6,4.2e-07,1.9e-06,3.8e-06,2.0e-05,2.3e-03,2011-08-01,2019-05-01
54036129,"       (2019 GH52)",,,,2,2459600.5,0.1042,5.248,4.701,11.17,257.65,5.79,4.39e+03,12,1.6e-07,5.3e-07,1.2e-06,2.2e-05,6.6e-04,2007-02-26,2020-05-23
54036132,"       (2019 GJ52)",,,,2,2459600.5,0.0546,5.122,4.843,6.30,100.19,5.40,4.23e+03,11.6,1.6e-07,4.6e-07,1.1e-06,1.5e-05,5.7e-04,2007-04-24,2020-06-16
54036156,"       (2019 GR52)",,,,3,2459600.5,0.0132,5.203,5.134,23.19,215.86,5.27,4.33e+03,11.9,3.3e-07,6.3e-07,1.9e-06,1.6e-05,7.9e-04,2008-05-27,2020-07-18
54040683,"       (2019 GC55)",,,,2,2459600.5,0.0350,5.146,4.966,15.53,228.72,5.33,4.26e+03,11.7,3.3e-07,6.4e-07,1.5e-06,1.7e-05,8.0e-04,2006-01-31,2020-05-21
54040695,"       (2019 GF55)",,,,3,2459600.5,0.0306,5.28,5.119,32.59,44.47,5.44,4.43e+03,12.1,1.7e-07,5.7e-07,8.0e-07,1.4e-05,7.2e-04,2007-04-23,2021-06-03
54040689,"       (2019 GD57)",,,,2,2459600.5,0.0330,5.205,5.034,18.15,358.49,5.38,4.34e+03,11.9,1.5e-07,8.2e-07,1.2e-06,1.6e-05,1.0e-03,2011-08-02,2020-05-26
54040698,"       (2019 GF58)",,,,2,2459600.5,0.0534,5.264,4.983,25.22,139.34,5.55,4.41e+03,12.1,3.9e-07,2.0e-06,6.5e-07,1.7e-05,2.5e-03,2013-11-25,2020-06-21
54044551,"       (2019 GN58)",,,,2,2459600.5,0.0592,5.223,4.914,4.64,60.88,5.53,4.36e+03,11.9,1.5e-07,3.3e-07,9.9e-07,1.5e-05,4.1e-04,2007-04-19,2020-05-25
54044552,"       (2019 GO58)",,,,2,2459600.5,0.0912,5.182,4.710,23.11,233.46,5.65,4.31e+03,11.8,1.9e-07,5.4e-07,1.4e-06,1.6e-05,6.8e-04,2009-06-03,2020-07-10
54048782,"       (2019 GP58)",,,,2,2459600.5,0.0502,5.221,4.959,7.89,342.81,5.48,4.36e+03,11.9,2.6e-07,3.2e-06,3.3e-06,1.6e-05,4.0e-03,2013-10-25,2020-05-23
54048783,"       (2019 GQ58)",,,,3,2459600.5,0.0465,5.239,4.995,26.37,142.86,5.48,4.38e+03,12,2.7e-07,4.3e-06,5.1e-06,8.6e-06,5.4e-03,2015-01-17,2020-06-21
54048784,"       (2019 GR58)",,,,2,2459600.5,0.0857,5.216,4.769,18.20,45.76,5.66,4.35e+03,11.9,1.9e-07,4.7e-07,1.1e-06,2.5e-05,5.8e-04,2008-04-06,2020-05-26
54048785,"       (2019 GS58)",,,,2,2459600.5,0.0806,5.216,4.796,35.52,100.82,5.64,4.35e+03,11.9,2.7e-06,1.1e-05,2.4e-05,2.6e-05,1.4e-02,2012-11-05,2020-07-21
54048786,"       (2019 GT58)",,,,2,2459600.5,0.0810,5.285,4.857,19.93,22.35,5.71,4.44e+03,12.2,1.9e-07,6.2e-07,1.4e-06,2.3e-05,7.9e-04,2008-05-03,2020-06-10
